user_id,name,email,age,gender,street,city,zipcode,plan,start_date,active
138a4a1e-dc7a-4781-98e7-93de5d0bff41,Todd Nelson,emilylawrence@harrington.com,45,female,86329 Alexander Parkways Suite 129,South Michael,49310,Basic,2025-01-20,True
138a4a1e-dc7a-4781-98e7-93de5d0bff41,Todd Nelson,emilylawrence@harrington.com,45,female,86329 Alexander Parkways Suite 129,South Michael,49310,Pro,2023-02-15,False
09690b01-c216-402b-8095-4e37a18bb38e,Lisa Harding,janet12@gmail.com,31,non-binary,571 Sean Plains Apt. 596,Leburgh,98573,Basic,2023-10-13,True
09690b01-c216-402b-8095-4e37a18bb38e,Lisa Harding,janet12@gmail.com,31,non-binary,571 Sean Plains Apt. 596,Leburgh,98573,Creator,2024-05-27,True
c880f78e-389d-4503-9ef4-d14e45938c73,Angela Hernandez,lawrenceconner@yahoo.com,45,non-binary,459 Kirby Station Apt. 521,Port Jerry,25802,Basic,2022-12-08,False
02869bd5-ae5b-4a06-9a82-fffbe8e933a8,Franklin Williamson,qmason@gmail.com,33,male,8497 Cruz Shore,Alexanderfurt,47293,Basic,2025-05-01,False
02869bd5-ae5b-4a06-9a82-fffbe8e933a8,Franklin Williamson,qmason@gmail.com,33,male,8497 Cruz Shore,Alexanderfurt,47293,Music,2023-08-21,True
1664ca61-4875-4680-8093-654786ef6095,Mr. John Evans,jonesscott@alvarez.com,27,non-binary,62070 Griffin Turnpike Suite 342,Hamptontown,28509,Basic,2023-01-24,False
1664ca61-4875-4680-8093-654786ef6095,Mr. John Evans,jonesscott@alvarez.com,27,non-binary,62070 Griffin Turnpike Suite 342,Hamptontown,28509,Pro,2025-06-30,True
6d168cbc-5ce4-4972-b50f-82520c7f4311,Antonio Campbell,ztaylor@hudson-lambert.org,40,non-binary,769 Duncan Center,Jordanport,51972,Pro,2024-11-27,True
6d168cbc-5ce4-4972-b50f-82520c7f4311,Antonio Campbell,ztaylor@hudson-lambert.org,40,non-binary,769 Duncan Center,Jordanport,51972,Creator,2023-10-08,True
0a657d65-053b-4d2c-b824-36ad04ff6006,Jimmy Rice,lklein@gmail.com,43,non-binary,96110 Lee Shores Apt. 141,East Lisa,38571,Basic,2023-06-22,True
a87931e2-8a01-4eb2-b3a6-712fa4f10458,Michael Mccarthy,gary29@stokes.com,57,male,729 Michael Hollow Suite 610,East Vicki,60600,Basic,2024-07-15,True
a87931e2-8a01-4eb2-b3a6-712fa4f10458,Michael Mccarthy,gary29@stokes.com,57,male,729 Michael Hollow Suite 610,East Vicki,60600,Basic,2022-10-28,True
33b881a5-0bde-4b42-a39f-83725e33f560,Trevor Hutchinson,wkaiser@yahoo.com,32,female,847 Thomas Roads Suite 228,Shelbystad,04588,Pro,2024-03-01,True
33b881a5-0bde-4b42-a39f-83725e33f560,Trevor Hutchinson,wkaiser@yahoo.com,32,female,847 Thomas Roads Suite 228,Shelbystad,04588,Basic,2024-06-04,True
33b881a5-0bde-4b42-a39f-83725e33f560,Trevor Hutchinson,wkaiser@yahoo.com,32,female,847 Thomas Roads Suite 228,Shelbystad,04588,Pro,2024-11-04,True
4570acc9-828f-4765-a3b8-7c84a714564f,Dylan White,russell63@hotmail.com,59,female,74578 Buckley Rest Suite 349,Charlesville,70810,Music,2024-04-21,False
d728acd7-3c92-49cf-908f-53e71a104bd3,William Jackson,ramirezgary@yahoo.com,41,female,75567 Amber Village Apt. 812,Mcdonaldfurt,75738,Pro,2024-11-27,True
d728acd7-3c92-49cf-908f-53e71a104bd3,William Jackson,ramirezgary@yahoo.com,41,female,75567 Amber Village Apt. 812,Mcdonaldfurt,75738,Pro,2024-07-01,False
d728acd7-3c92-49cf-908f-53e71a104bd3,William Jackson,ramirezgary@yahoo.com,41,female,75567 Amber Village Apt. 812,Mcdonaldfurt,75738,Music,2025-03-16,False
6c39409c-98ea-4715-9ca3-ed07a678679b,Donald Conley,wilkersonkatie@hotmail.com,62,non-binary,6688 Harvey Village,East James,18544,Music,2024-05-14,True
ceaafc54-d7d0-41a1-96a3-49395e237acf,Taylor Hill,ogonzalez@gmail.com,54,non-binary,0694 Joshua Mews Apt. 060,Bartonmouth,52270,Basic,2024-04-29,False
bebd0009-1313-4290-b402-15a9fb2e0b7f,Jonathan Riggs,nking@hotmail.com,45,female,3404 Kelly Falls,West Pamelachester,27429,Creator,2024-02-04,True
3f10d721-57af-4f9c-aa50-431cd4a03915,Meghan Gomez,arthur58@hotmail.com,32,male,628 Rogers Shoal Suite 803,Port Matthewstad,19766,Creator,2024-04-12,True
3f10d721-57af-4f9c-aa50-431cd4a03915,Meghan Gomez,arthur58@hotmail.com,32,male,628 Rogers Shoal Suite 803,Port Matthewstad,19766,Creator,2024-07-02,False
3f10d721-57af-4f9c-aa50-431cd4a03915,Meghan Gomez,arthur58@hotmail.com,32,male,628 Rogers Shoal Suite 803,Port Matthewstad,19766,Music,2024-12-02,False
5a9f7e4f-4643-4d2a-8ba3-e43d9a2c6194,Tammy Smith,hsalazar@yahoo.com,20,female,47491 Jesse Avenue,Matthewside,75016,Creator,2024-09-26,True
6a7d431e-cd57-4d7a-9fa9-b395d34bdd03,Natalie Ward,dennisbeth@yahoo.com,64,female,20708 Newman Springs Suite 579,Port Amyfurt,55465,Pro,2024-09-09,True
3a2a9894-039c-42f8-bb41-87a81fbd2061,Kendra Brown,trodriguez@gmail.com,40,female,870 Ruben Lakes,East Thomas,70670,Music,2025-02-02,True
0d035c7a-7e6f-4cd0-b82e-e92b9eee196f,Russell Smith,taylormelissa@hotmail.com,61,female,4525 Frank Village Suite 855,South Kristinfurt,70587,Basic,2024-01-01,False
43cd12c0-f27a-477e-9a82-608cd0a7a513,Harold Williamson,danny11@hotmail.com,51,male,130 Elizabeth Walks,Marieland,00605,Pro,2023-01-12,True
43cd12c0-f27a-477e-9a82-608cd0a7a513,Harold Williamson,danny11@hotmail.com,51,male,130 Elizabeth Walks,Marieland,00605,Pro,2024-12-17,True
fbef43b4-a332-4ef0-81be-f0a92d6588cf,Michelle Williams,ehanson@hensley.com,50,male,91350 Brandon Canyon Suite 501,East Michael,69984,Music,2022-11-02,True
49d7bc1a-0ed3-4252-b013-6ecf664b440b,Kristen Price,raymond54@yahoo.com,23,female,22896 Kayla Lights,Lawrencemouth,34864,Music,2024-11-21,False
49d7bc1a-0ed3-4252-b013-6ecf664b440b,Kristen Price,raymond54@yahoo.com,23,female,22896 Kayla Lights,Lawrencemouth,34864,Music,2025-05-08,False
49d7bc1a-0ed3-4252-b013-6ecf664b440b,Kristen Price,raymond54@yahoo.com,23,female,22896 Kayla Lights,Lawrencemouth,34864,Basic,2024-06-04,False
