user_id,name,email,profile,subscriptions
6a476342-659d-4b17-8057-0847c76dc085,Ricardo Freeman,acostasusan@bowman-schmidt.com,"{'age': 25, 'gender': 'female', 'address': {'street': '99364 Maldonado Springs', 'city': 'Roymouth', 'zipcode': '36897'}}","[{'plan': 'Basic', 'start_date': '2023-04-13', 'active': False}, {'plan': 'Creator', 'start_date': '2024-03-12', 'active': False}]"
1099215a-f9a9-4e4e-970a-c2e6620baa44,Sean Schneider,michelle03@torres.net,"{'age': 56, 'gender': 'male', 'address': {'street': '172 Jennifer Squares Suite 809', 'city': 'East David', 'zipcode': '36203'}}","[{'plan': 'Creator', 'start_date': '2023-08-06', 'active': True}]"
df596dbc-4e72-4e6d-8d56-243f995e3fad,Jessica Hawkins,gatespatricia@graham-jones.info,"{'age': 52, 'gender': 'male', 'address': {'street': '957 Steele Freeway Suite 736', 'city': 'Martinezshire', 'zipcode': '86186'}}","[{'plan': 'Basic', 'start_date': '2022-11-24', 'active': True}, {'plan': 'Music', 'start_date': '2024-07-07', 'active': True}, {'plan': 'Music', 'start_date': '2024-12-09', 'active': False}]"
685a3dc0-b41a-451b-87e5-96fb866d4f84,Jennifer Martin,nchambers@jackson-peterson.com,"{'age': 50, 'gender': 'male', 'address': {'street': '52145 James Fort', 'city': 'New Katelynborough', 'zipcode': '44082'}}","[{'plan': 'Basic', 'start_date': '2024-01-23', 'active': False}]"
6521ac71-c000-4713-b2f0-2a0e998cdd80,Stanley Galloway,jgonzales@reyes-wilson.net,"{'age': 33, 'gender': 'female', 'address': {'street': '725 Rebekah Centers', 'city': 'East John', 'zipcode': '98442'}}","[{'plan': 'Basic', 'start_date': '2024-11-29', 'active': False}]"
76f76d5a-fb9c-4428-aae7-bf3d016cb151,Carolyn Farmer,lcannon@kim.org,"{'age': 56, 'gender': 'female', 'address': {'street': '3584 Perez Tunnel Apt. 249', 'city': 'West Savannahberg', 'zipcode': '67315'}}","[{'plan': 'Music', 'start_date': '2024-05-05', 'active': True}, {'plan': 'Pro', 'start_date': '2023-11-11', 'active': False}]"
df99a711-e780-47b4-9fe4-64411f4c1b08,Sandra Rice,josephjohnson@hotmail.com,"{'age': 64, 'gender': 'non-binary', 'address': {'street': '50212 Roberto Causeway Suite 740', 'city': 'Smithland', 'zipcode': '75052'}}","[{'plan': 'Pro', 'start_date': '2024-01-22', 'active': False}, {'plan': 'Music', 'start_date': '2023-01-28', 'active': False}]"
8351619f-97b2-4469-8c54-f15cd02822e7,Joseph Obrien,allisonmaynard@miller-peterson.info,"{'age': 22, 'gender': 'non-binary', 'address': {'street': '37997 Graham Isle Suite 449', 'city': 'Stevenfurt', 'zipcode': '60743'}}","[{'plan': 'Creator', 'start_date': '2023-03-11', 'active': True}, {'plan': 'Creator', 'start_date': '2025-07-05', 'active': True}]"
7a73fbc9-afed-49b9-898b-285e920d1fea,Melissa Reese,lpowers@haynes.net,"{'age': 26, 'gender': 'non-binary', 'address': {'street': '71219 Hall Corner Apt. 943', 'city': 'Rodriguezshire', 'zipcode': '50930'}}","[{'plan': 'Pro', 'start_date': '2023-06-12', 'active': False}]"
3ce414d3-b551-4058-ab24-d36b32b695a3,Kimberly Miller,kirbyscott@oconnor.info,"{'age': 39, 'gender': 'male', 'address': {'street': '22425 Weeks Throughway', 'city': 'Cassandrafort', 'zipcode': '15283'}}","[{'plan': 'Basic', 'start_date': '2025-06-16', 'active': False}]"
43429db6-17d9-4c17-94bb-80a996826322,Kathleen Patterson,zwarren@wright-brown.biz,"{'age': 50, 'gender': 'female', 'address': {'street': '9181 Cox Greens Apt. 968', 'city': 'Jamesville', 'zipcode': '17973'}}","[{'plan': 'Pro', 'start_date': '2023-10-16', 'active': True}, {'plan': 'Basic', 'start_date': '2024-01-04', 'active': True}, {'plan': 'Music', 'start_date': '2024-08-27', 'active': True}]"
2a6e5ada-a1d5-42a3-bddc-9932576729d3,Nichole Perez,bradley00@lopez.com,"{'age': 28, 'gender': 'non-binary', 'address': {'street': '781 Fuller Pass Apt. 770', 'city': 'Whiteville', 'zipcode': '43766'}}","[{'plan': 'Music', 'start_date': '2024-04-21', 'active': False}]"
34d177b2-b466-4800-9892-f7932bc2fb59,Paul Holmes,joshua59@gmail.com,"{'age': 44, 'gender': 'female', 'address': {'street': '5136 Casey Ridges Suite 788', 'city': 'Port Kevin', 'zipcode': '78181'}}","[{'plan': 'Basic', 'start_date': '2024-09-03', 'active': False}, {'plan': 'Music', 'start_date': '2025-03-10', 'active': False}, {'plan': 'Basic', 'start_date': '2023-07-03', 'active': False}]"
debf4287-18f5-4a81-8b19-fb0e57f0abf3,Denise Gonzalez,ericwalsh@banks.com,"{'age': 44, 'gender': 'female', 'address': {'street': '7052 Ronnie Avenue', 'city': 'Leonshire', 'zipcode': '44086'}}","[{'plan': 'Music', 'start_date': '2024-09-08', 'active': True}, {'plan': 'Pro', 'start_date': '2023-06-15', 'active': False}]"
a0bed6dd-524d-4857-91c5-3e50274de2ee,Sylvia Aguilar,dthomas@gmail.com,"{'age': 30, 'gender': 'male', 'address': {'street': '704 Kathleen Forest Suite 364', 'city': 'Port Mariaside', 'zipcode': '98009'}}","[{'plan': 'Basic', 'start_date': '2023-01-31', 'active': False}]"
8a68d16d-5e0a-45bd-848b-5ec1d8a63692,Michael Jones,adkinsfrancisco@gmail.com,"{'age': 29, 'gender': 'female', 'address': {'street': '860 Sanchez Fort Apt. 294', 'city': 'Michellestad', 'zipcode': '85328'}}","[{'plan': 'Creator', 'start_date': '2023-08-21', 'active': False}]"
ad25cc63-de44-48fe-8fe6-34010939e310,Donna Mccoy,hrobertson@gmail.com,"{'age': 33, 'gender': 'female', 'address': {'street': '504 Sherry Wall', 'city': 'East Jacobstad', 'zipcode': '69992'}}","[{'plan': 'Basic', 'start_date': '2024-04-30', 'active': False}, {'plan': 'Pro', 'start_date': '2024-10-08', 'active': False}]"
2cf68eaf-e5ac-430b-bf50-fe424f5dd121,Sarah Ryan,rayweber@yahoo.com,"{'age': 27, 'gender': 'non-binary', 'address': {'street': '222 Savage Island Suite 822', 'city': 'East Stephen', 'zipcode': '21835'}}","[{'plan': 'Music', 'start_date': '2023-05-12', 'active': True}]"
138a4a1e-dc7a-4781-98e7-93de5d0bff41,Todd Nelson,emilylawrence@harrington.com,"{'age': 45, 'gender': 'female', 'address': {'street': '86329 Alexander Parkways Suite 129', 'city': 'South Michael', 'zipcode': '49310'}}","[{'plan': 'Basic', 'start_date': '2025-01-20', 'active': True}, {'plan': 'Pro', 'start_date': '2023-02-15', 'active': False}]"
09690b01-c216-402b-8095-4e37a18bb38e,Lisa Harding,janet12@gmail.com,"{'age': 31, 'gender': 'non-binary', 'address': {'street': '571 Sean Plains Apt. 596', 'city': 'Leburgh', 'zipcode': '98573'}}","[{'plan': 'Basic', 'start_date': '2023-10-13', 'active': True}, {'plan': 'Creator', 'start_date': '2024-05-27', 'active': True}]"
c880f78e-389d-4503-9ef4-d14e45938c73,Angela Hernandez,lawrenceconner@yahoo.com,"{'age': 45, 'gender': 'non-binary', 'address': {'street': '459 Kirby Station Apt. 521', 'city': 'Port Jerry', 'zipcode': '25802'}}","[{'plan': 'Basic', 'start_date': '2022-12-08', 'active': False}]"
02869bd5-ae5b-4a06-9a82-fffbe8e933a8,Franklin Williamson,qmason@gmail.com,"{'age': 33, 'gender': 'male', 'address': {'street': '8497 Cruz Shore', 'city': 'Alexanderfurt', 'zipcode': '47293'}}","[{'plan': 'Basic', 'start_date': '2025-05-01', 'active': False}, {'plan': 'Music', 'start_date': '2023-08-21', 'active': True}]"
1664ca61-4875-4680-8093-654786ef6095,Mr. John Evans,jonesscott@alvarez.com,"{'age': 27, 'gender': 'non-binary', 'address': {'street': '62070 Griffin Turnpike Suite 342', 'city': 'Hamptontown', 'zipcode': '28509'}}","[{'plan': 'Basic', 'start_date': '2023-01-24', 'active': False}, {'plan': 'Pro', 'start_date': '2025-06-30', 'active': True}]"
6d168cbc-5ce4-4972-b50f-82520c7f4311,Antonio Campbell,ztaylor@hudson-lambert.org,"{'age': 40, 'gender': 'non-binary', 'address': {'street': '769 Duncan Center', 'city': 'Jordanport', 'zipcode': '51972'}}","[{'plan': 'Pro', 'start_date': '2024-11-27', 'active': True}, {'plan': 'Creator', 'start_date': '2023-10-08', 'active': True}]"
0a657d65-053b-4d2c-b824-36ad04ff6006,Jimmy Rice,lklein@gmail.com,"{'age': 43, 'gender': 'non-binary', 'address': {'street': '96110 Lee Shores Apt. 141', 'city': 'East Lisa', 'zipcode': '38571'}}","[{'plan': 'Basic', 'start_date': '2023-06-22', 'active': True}]"
a87931e2-8a01-4eb2-b3a6-712fa4f10458,Michael Mccarthy,gary29@stokes.com,"{'age': 57, 'gender': 'male', 'address': {'street': '729 Michael Hollow Suite 610', 'city': 'East Vicki', 'zipcode': '60600'}}","[{'plan': 'Basic', 'start_date': '2024-07-15', 'active': True}, {'plan': 'Basic', 'start_date': '2022-10-28', 'active': True}]"
33b881a5-0bde-4b42-a39f-83725e33f560,Trevor Hutchinson,wkaiser@yahoo.com,"{'age': 32, 'gender': 'female', 'address': {'street': '847 Thomas Roads Suite 228', 'city': 'Shelbystad', 'zipcode': '04588'}}","[{'plan': 'Pro', 'start_date': '2024-03-01', 'active': True}, {'plan': 'Basic', 'start_date': '2024-06-04', 'active': True}, {'plan': 'Pro', 'start_date': '2024-11-04', 'active': True}]"
4570acc9-828f-4765-a3b8-7c84a714564f,Dylan White,russell63@hotmail.com,"{'age': 59, 'gender': 'female', 'address': {'street': '74578 Buckley Rest Suite 349', 'city': 'Charlesville', 'zipcode': '70810'}}","[{'plan': 'Music', 'start_date': '2024-04-21', 'active': False}]"
d728acd7-3c92-49cf-908f-53e71a104bd3,William Jackson,ramirezgary@yahoo.com,"{'age': 41, 'gender': 'female', 'address': {'street': '75567 Amber Village Apt. 812', 'city': 'Mcdonaldfurt', 'zipcode': '75738'}}","[{'plan': 'Pro', 'start_date': '2024-11-27', 'active': True}, {'plan': 'Pro', 'start_date': '2024-07-01', 'active': False}, {'plan': 'Music', 'start_date': '2025-03-16', 'active': False}]"
6c39409c-98ea-4715-9ca3-ed07a678679b,Donald Conley,wilkersonkatie@hotmail.com,"{'age': 62, 'gender': 'non-binary', 'address': {'street': '6688 Harvey Village', 'city': 'East James', 'zipcode': '18544'}}","[{'plan': 'Music', 'start_date': '2024-05-14', 'active': True}]"
ceaafc54-d7d0-41a1-96a3-49395e237acf,Taylor Hill,ogonzalez@gmail.com,"{'age': 54, 'gender': 'non-binary', 'address': {'street': '0694 Joshua Mews Apt. 060', 'city': 'Bartonmouth', 'zipcode': '52270'}}","[{'plan': 'Basic', 'start_date': '2024-04-29', 'active': False}]"
bebd0009-1313-4290-b402-15a9fb2e0b7f,Jonathan Riggs,nking@hotmail.com,"{'age': 45, 'gender': 'female', 'address': {'street': '3404 Kelly Falls', 'city': 'West Pamelachester', 'zipcode': '27429'}}","[{'plan': 'Creator', 'start_date': '2024-02-04', 'active': True}]"
3f10d721-57af-4f9c-aa50-431cd4a03915,Meghan Gomez,arthur58@hotmail.com,"{'age': 32, 'gender': 'male', 'address': {'street': '628 Rogers Shoal Suite 803', 'city': 'Port Matthewstad', 'zipcode': '19766'}}","[{'plan': 'Creator', 'start_date': '2024-04-12', 'active': True}, {'plan': 'Creator', 'start_date': '2024-07-02', 'active': False}, {'plan': 'Music', 'start_date': '2024-12-02', 'active': False}]"
5a9f7e4f-4643-4d2a-8ba3-e43d9a2c6194,Tammy Smith,hsalazar@yahoo.com,"{'age': 20, 'gender': 'female', 'address': {'street': '47491 Jesse Avenue', 'city': 'Matthewside', 'zipcode': '75016'}}","[{'plan': 'Creator', 'start_date': '2024-09-26', 'active': True}]"
6a7d431e-cd57-4d7a-9fa9-b395d34bdd03,Natalie Ward,dennisbeth@yahoo.com,"{'age': 64, 'gender': 'female', 'address': {'street': '20708 Newman Springs Suite 579', 'city': 'Port Amyfurt', 'zipcode': '55465'}}","[{'plan': 'Pro', 'start_date': '2024-09-09', 'active': True}]"
3a2a9894-039c-42f8-bb41-87a81fbd2061,Kendra Brown,trodriguez@gmail.com,"{'age': 40, 'gender': 'female', 'address': {'street': '870 Ruben Lakes', 'city': 'East Thomas', 'zipcode': '70670'}}","[{'plan': 'Music', 'start_date': '2025-02-02', 'active': True}]"
0d035c7a-7e6f-4cd0-b82e-e92b9eee196f,Russell Smith,taylormelissa@hotmail.com,"{'age': 61, 'gender': 'female', 'address': {'street': '4525 Frank Village Suite 855', 'city': 'South Kristinfurt', 'zipcode': '70587'}}","[{'plan': 'Basic', 'start_date': '2024-01-01', 'active': False}]"
43cd12c0-f27a-477e-9a82-608cd0a7a513,Harold Williamson,danny11@hotmail.com,"{'age': 51, 'gender': 'male', 'address': {'street': '130 Elizabeth Walks', 'city': 'Marieland', 'zipcode': '00605'}}","[{'plan': 'Pro', 'start_date': '2023-01-12', 'active': True}, {'plan': 'Pro', 'start_date': '2024-12-17', 'active': True}]"
fbef43b4-a332-4ef0-81be-f0a92d6588cf,Michelle Williams,ehanson@hensley.com,"{'age': 50, 'gender': 'male', 'address': {'street': '91350 Brandon Canyon Suite 501', 'city': 'East Michael', 'zipcode': '69984'}}","[{'plan': 'Music', 'start_date': '2022-11-02', 'active': True}]"
49d7bc1a-0ed3-4252-b013-6ecf664b440b,Kristen Price,raymond54@yahoo.com,"{'age': 23, 'gender': 'female', 'address': {'street': '22896 Kayla Lights', 'city': 'Lawrencemouth', 'zipcode': '34864'}}","[{'plan': 'Music', 'start_date': '2024-11-21', 'active': False}, {'plan': 'Music', 'start_date': '2025-05-08', 'active': False}, {'plan': 'Basic', 'start_date': '2024-06-04', 'active': False}]"
